url,name,from,to,pos,ht,wt,dob,college,active
/players/g/greerha01.html,Hal Greer*,1959,1973,G-F,6-2,175,"June 26, 1936",Marshall University,False
/players/g/greerly01.html,Lynn Greer,2007,2007,G,6-2,175,"October 23, 1979",Temple University,False
/players/g/gregoga01.html,Gary Gregor,1969,1974,F-C,6-7,225,"August 13, 1945",University of South Carolina,False
/players/g/gregocl01.html,Claude Gregory,1986,1988,F,6-8,205,"December 26, 1958",University of Wisconsin,False
/players/g/greigjo01.html,John Greig,1983,1983,F,6-7,215,"April 28, 1961",University of Oregon,False
/players/g/grekino01.html,Norm Grekin,1954,1954,F,6-5,180,"June 22, 1930",La Salle University,False
/players/g/greveke01.html,Kevin Grevey,1976,1985,G-F,6-5,210,"May 12, 1953",University of Kentucky,False
/players/g/greyde01.html,Dennis Grey,1969,1970,C-F,6-8,215,"August 26, 1947",California Western Uiversity,False
/players/g/griffad01.html,Adrian Griffin,2000,2008,G-F,6-5,217,"July 4, 1974",Seton Hall University,False
/players/g/griffbl01.html,Blake Griffin,2011,2015,F,6-10,251,"March 16, 1989",University of Oklahoma,True
/players/g/griffed01.html,Eddie Griffin,2002,2007,F,6-10,220,"May 30, 1982",Seton Hall University,False
/players/g/griffgr01.html,Greg Griffin,1978,1978,F,6-7,190,"September 6, 1952",Idaho State University,False
/players/g/griffpa01.html,Paul Griffin,1977,1983,F-C,6-9,205,"January 20, 1954",Western Michigan University,False
/players/g/griffta01.html,Taylor Griffin,2010,2010,F,6-7,238,"April 18, 1986",University of Oklahoma,False
/players/g/griffda01.html,Darrell Griffith,1981,1991,G,6-4,190,"June 16, 1958",University of Louisville,False
/players/g/grigsch01.html,Chuck Grigsby,1955,1955,G,6-5,190,"August 15, 1928",University of Dayton,False
/players/g/grimmde01.html,Derek Grimm,1998,1998,F,6-9,230,"August 3, 1974",University of Missouri,False
/players/g/grimswo01.html,Woody Grimshaw,1947,1947,G,6-1,185,"September 24, 1919",Brown University,False
/players/g/groatdi01.html,Dick Groat,1953,1953,G,5-11,180,"November 4, 1930",Duke University,False
/players/g/grossbo01.html,Bob Gross,1976,1983,F-G,6-6,200,"August 3, 1953","California State University, Long Beach",False
/players/g/grossmi01.html,Mike Grosso,1972,1972,C,6-9,230,"September 7, 1947",University of Louisville,False
/players/g/groteje01.html,Jerry Grote,1965,1965,G,6-4,215,"December 28, 1940",Loyola Marymount University,False
/players/g/grozaal01.html,Alex Groza,1950,1951,C,6-7,218,"October 7, 1926",University of Kentucky,False
/players/g/grubadi01.html,Dick Grubar,1970,1970,G,6-4,184,"July 26, 1947",University of North Carolina,False
/players/g/grundan01.html,Anthony Grundy,2006,2006,G,6-3,180,"April 15, 1979",North Carolina State University,False
/players/g/grunfer01.html,Ernie Grunfeld,1978,1986,G-F,6-6,210,"April 24, 1955",University of Tennessee,False
/players/g/guarige01.html,Gene Guarilia,1960,1963,F,6-5,220,"September 13, 1937",George Washington University,False
/players/g/gudmupe01.html,Petur Gudmundsson,1982,1989,C,7-2,260,"October 30, 1958",University of Washington,False
/players/g/gueriri01.html,Richie Guerin*,1957,1970,G,6-4,195,"May 29, 1932",Iona College,False
/players/g/guglito01.html,Tom Gugliotta,1993,2005,F,6-10,240,"December 19, 1969",North Carolina State University,False
/players/g/guibean01.html,Andres Guibert,1994,1995,F-C,6-10,225,"October 28, 1968",,False
/players/g/guidija01.html,Jay Guidinger,1993,1994,C,6-10,255,"August 18, 1969",University of Minnesota Duluth,False
/players/g/gunthco01.html,Coulby Gunther,1947,1949,F,6-4,190,"February 5, 1923",Boston College,False
/players/g/gunthda01.html,Dave Gunther,1963,1963,F,6-7,190,"July 22, 1937",University of Iowa,False
/players/g/guokaal01.html,Al Guokas,1950,1950,F-G,6-5,200,"August 7, 1925",Saint Joseph's University,False
/players/g/guokama01.html,Matt Guokas,1947,1947,F,6-3,195,"November 11, 1915",Saint Joseph's University,False
/players/g/guokama02.html,Matt Guokas,1967,1976,G-F,6-5,175,"February 25, 1944",Saint Joseph's University,False
/players/g/gutiejo01.html,Jorge Gutierrez,2014,2015,G,6-3,191,"December 27, 1988",University of California,True
/players/g/guytoaj01.html,A.J. Guyton,2001,2003,G,6-1,180,"February 12, 1978",Indiana University,False
/players/h/hackeru01.html,Rudy Hackett,1976,1977,F,6-9,210,"May 10, 1953",Syracuse University,False
/players/h/haddaha01.html,Hamed Haddadi,2009,2013,C,7-2,254,"May 19, 1985",,False
/players/h/hadnoji01.html,Jim Hadnot,1968,1968,C-F,6-10,235,"January 15, 1940",Providence College,False
/players/h/haffnsc01.html,Scott Haffner,1990,1991,G,6-3,180,"February 2, 1966",University of Evansville,False
/players/h/hagancl01.html,Cliff Hagan*,1957,1970,F-G,6-4,210,"December 9, 1931",University of Kentucky,False
/players/h/hagangl01.html,Glenn Hagan,1982,1982,G,6-0,170,"June 25, 1955",St. Bonaventure University,False
/players/h/haganto01.html,Tom Hagan,1970,1971,G,6-3,185,"January 29, 1947",Vanderbilt University,False
/players/h/hahnro01.html,Robert Hahn,1950,1950,C,6-10,240,"August 25, 1925",North Carolina State University,False
/players/h/hairsal01.html,Al Hairston,1969,1970,G,6-1,170,"December 11, 1945",Bowling Green State University,False
/players/h/hairsha01.html,Happy Hairston,1965,1975,F,6-7,225,"May 31, 1942",New York University,False
/players/h/hairsli01.html,Lindsay Hairston,1976,1976,F-C,6-7,180,"December 8, 1951",Michigan State University,False
/players/h/hairsma01.html,Malik Hairston,2009,2010,G,6-6,220,"February 23, 1987",University of Oregon,False
/players/h/hairspj02.html,P.J. Hairston,2015,2015,G-F,6-6,230,"December 24, 1992",University of North Carolina,True
/players/h/haislma01.html,Marcus Haislip,2003,2010,F,6-10,230,"December 22, 1980",University of Tennessee,False
/players/h/halbech01.html,Chick Halbert,1947,1951,C,6-9,225,"February 27, 1919",West Texas A&M University,False
/players/h/halbrsw01.html,Swede Halbrook,1961,1962,C,7-3,235,"January 30, 1933",Oregon State University,False
/players/h/halebr01.html,Bruce Hale,1949,1951,G-F,6-1,170,"August 30, 1918",Santa Clara University,False
/players/h/haleha01.html,Hal Hale,1968,1968,G,6-1,180,"September 21, 1945",Utah State University,False
/players/h/haleyja01.html,Jack Haley,1989,1998,C-F,6-10,240,"January 27, 1964","University of California, Los Angeles",False
/players/h/halimsh01.html,Shaler Halimon,1969,1973,G-F,6-5,199,"March 30, 1945",Utah State University,False
/players/h/hallmi01.html,Mike Hall,2007,2007,F,6-8,230,"June 5, 1984",George Washington University,False
/players/h/hallije01.html,Jeff Halliburton,1972,1973,G,6-5,193,"July 3, 1949",Drake University,False
/players/h/hamda01.html,Darvin Ham,1997,2005,F,6-7,220,"July 23, 1973",Texas Tech University,False
/players/h/hamerst01.html,Steve Hamer,1997,1997,C,7-0,245,"November 13, 1973",University of Tennessee,False
/players/h/hamilda01.html,Dale Hamilton,1950,1950,G-F,6-0,180,"August 16, 1919",Franklin College,False
/players/h/hamilde01.html,Dennis Hamilton,1968,1971,F,6-8,210,"May 8, 1944",Arizona State University,False
/players/h/hamiljo01.html,Joe Hamilton,1971,1976,G,5-10,160,"July 5, 1948",University of North Texas,False
/players/h/hamiljo02.html,Jordan Hamilton,2012,2014,G-F,6-7,220,"October 6, 1990",University of Texas at Austin,True
/players/h/hamilju01.html,Justin Hamilton,2014,2015,C,7-0,260,"April 1, 1990",Louisiana State University,True
/players/h/hamilra01.html,Ralph Hamilton,1949,1949,G-F,6-1,188,"June 10, 1921",Indiana University,False
/players/h/hamilri01.html,Richard Hamilton,2000,2013,G-F,6-6,185,"February 14, 1978",University of Connecticut,True
/players/h/hamilro01.html,Roy Hamilton,1980,1981,G,6-2,180,"July 20, 1957","University of California, Los Angeles",False
/players/h/hamilst01.html,Steve Hamilton,1959,1960,F-C,6-6,190,"November 30, 1935",Morehead State University,False
/players/h/hamilta01.html,Tang Hamilton,2002,2002,F,6-8,220,"May 26, 1978",Mississippi State University,False
/players/h/hamilth01.html,Thomas Hamilton,1996,2000,C,7-2,330,"April 3, 1975",University of Pittsburgh,False
/players/h/hamilze01.html,Zendon Hamilton,2001,2006,F,6-11,250,"April 27, 1975",St. John's University,False
/players/h/hammige01.html,Geert Hammink,1994,1996,C,7-0,262,"July 12, 1969",Louisiana State University,False
/players/h/hammoju01.html,Julian Hammond,1968,1972,F,6-5,205,"May 27, 1943",University of Tulsa,False
/players/h/hammoto01.html,Tom Hammonds,1990,2001,F,6-9,215,"March 27, 1967",Georgia Institute of Technology,False
/players/h/hamoojo01.html,Joe Hamood,1968,1968,G,6-0,180,"September 7, 1943",University of Houston,False
/players/h/hancoda01.html,Darrin Hancock,1995,1997,G-F,6-7,205,"November 3, 1971",University of Kansas,False
/players/h/handlbe01.html,Ben Handlogten,2004,2005,F,6-10,240,"November 16, 1973",Western Michigan University,False
/players/h/hankice01.html,Cecil Hankins,1947,1948,G,6-1,175,"January 6, 1922",Oklahoma State University,False
/players/h/hankiph01.html,Phil Hankinson,1974,1975,F,6-8,195,"July 26, 1951",University of Pennsylvania,False
/players/h/hannual01.html,Alex Hannum*,1950,1957,F-C,6-7,210,"July 19, 1923",University of Southern California,False
/players/h/hanrado01.html,Don Hanrahan,1953,1953,F,6-7,200,"February 6, 1929",Loyola University of Chicago,False
/players/h/hansro01.html,Rollen Hans,1954,1955,G,6-2,210,"April 13, 1931",Long Island University,False
/players/h/hansbbe01.html,Ben Hansbrough,2013,2013,G,6-3,203,"December 23, 1987",University of Notre Dame,True
/players/h/hansbty01.html,Tyler Hansbrough,2010,2015,F,6-9,250,"November 3, 1985",University of North Carolina,True
/players/h/hansebo01.html,Bob Hansen,1984,1992,G,6-6,190,"January 18, 1961",University of Iowa,False
/players/h/hansegl01.html,Glenn Hansen,1976,1978,G,6-4,205,"April 21, 1952",Louisiana State University,False
/players/h/hansela01.html,Lars Hansen,1979,1979,C,6-10,225,"September 14, 1954",University of Washington,False
/players/h/hansetr01.html,Travis Hansen,2004,2004,G,6-6,205,"April 15, 1978",Brigham Young University,False
/players/h/hansore01.html,Reggie Hanson,1998,1998,F,6-8,195,"October 6, 1968",University of Kentucky,False
/players/h/hanzlbi01.html,Bill Hanzlik,1981,1990,G-F,6-7,185,"December 6, 1957",University of Notre Dame,False
/players/h/haranlu01.html,Luke Harangody,2011,2012,F,6-8,246,"January 2, 1988",University of Notre Dame,False
/players/h/hardaan01.html,Anfernee Hardaway,1994,2008,G-F,6-7,195,"July 18, 1971",University of Memphis,False
/players/h/hardati01.html,Tim Hardaway,1990,2003,G,6-0,175,"September 1, 1966",University of Texas at El Paso,False
/players/h/hardati02.html,Tim Hardaway,2014,2015,G,6-6,205,"March 16, 1992",University of Michigan,True
/players/h/hardeja01.html,James Harden,2010,2015,G,6-5,220,"August 26, 1989",Arizona State University,True
/players/h/hardire01.html,Reggie Harding,1964,1968,C,7-0,249,"May 4, 1942",,False
/players/h/hardnch01.html,Charlie Hardnett,1963,1965,F-C,6-8,225,"September 13, 1938",Grambling State University,False
/players/h/hardyal01.html,Alan Hardy,1981,1982,F,6-7,195,"May 25, 1957",University of Michigan,False
/players/h/hardyda01.html,Darrell Hardy,1968,1968,F,6-7,220,,Baylor University,False
/players/h/hardyja01.html,James Hardy,1979,1982,F-C,6-8,220,"December 1, 1956",University of San Francisco,False
/players/h/hargeir01.html,Ira Harge,1968,1973,C,6-9,225,"March 14, 1941",University of New Mexico,False
/players/h/hargijo01.html,John Hargis,1950,1951,G-F,6-2,180,"August 20, 1920",University of Texas at Austin,False
/players/h/harklma01.html,Maurice Harkless,2013,2015,G-F,6-8,208,"May 11, 1993",St. John's University,True
/players/h/harknje01.html,Jerry Harkness,1964,1969,G,6-2,175,"May 7, 1940",Loyola University of Chicago,False
/players/h/harlisk01.html,Skip Harlicka,1969,1969,G,6-1,185,"October 14, 1946",University of South Carolina,False
/players/h/harmoje01.html,Jerome Harmon,1995,1995,G,6-4,190,"February 6, 1969",University of Louisville,False
/players/h/harpede01.html,Derek Harper,1984,1999,G,6-4,185,"October 13, 1961",University of Illinois at Urbana-Champaign,False
/players/h/harpeju01.html,Justin Harper,2012,2012,F,6-10,225,"August 30, 1989",University of Richmond,False
/players/h/harpemi01.html,Mike Harper,1981,1982,C-F,6-10,195,"December 9, 1957",North Park University,False
/players/h/harpero01.html,Ron Harper,1987,2001,G-F,6-6,185,"January 20, 1964",Miami University,False
/players/h/harprma01.html,Matt Harpring,1999,2009,F,6-7,231,"May 31, 1976",Georgia Institute of Technology,False
/players/h/harrejo01.html,Josh Harrellson,2012,2014,C,6-10,275,"February 12, 1989",University of Kentucky,True
/players/h/harriad01.html,Adam Harrington,2003,2003,G,6-5,200,"July 5, 1980",Auburn University,False
/players/h/harrial01.html,Al Harrington,1999,2014,F,6-9,230,"February 17, 1980",,True
/players/h/harriju01.html,Junior Harrington,2003,2007,G,6-4,180,"October 2, 1980",Wingate University,False
/players/h/harriot01.html,Othella Harrington,1997,2008,F-C,6-9,235,"January 31, 1974",Georgetown University,False
/players/h/harriar01.html,Art Harris,1969,1972,G,6-4,185,"January 13, 1947",Stanford University,False
/players/h/harribe01.html,Bernie Harris,1975,1975,F,6-10,200,"November 26, 1950",Virginia Commonwealth University,False
/players/h/harribi01.html,Billy Harris,1975,1975,G,6-2,185,"November 12, 1951",Northern Illinois University,False
/players/h/harribo01.html,Bob Harris,1950,1954,F-C,6-7,195,"March 16, 1927",Oklahoma State University,False
/players/h/harrich01.html,Chris Harris,1956,1956,G,6-3,190,"August 11, 1933",University of Dayton,False
/players/h/harride01.html,Devin Harris,2005,2015,G,6-3,185,"February 27, 1983",University of Wisconsin,True
/players/h/harriel01.html,Elias Harris,2014,2014,F,6-8,239,"July 6, 1989",Gonzaga University,True
/players/h/harriga01.html,Gary Harris,2015,2015,G,6-4,210,"September 14, 1994",Michigan State University,True
/players/h/harrijo01.html,Joe Harris,2015,2015,G,6-6,225,"September 7, 1991",University of Virginia,True
/players/h/harrilu01.html,Lucious Harris,1994,2005,G,6-5,190,"December 18, 1970","California State University, Long Beach",False
/players/h/harrima01.html,Manny Harris,2011,2014,G,6-5,185,"September 21, 1989",University of Michigan,True
/players/h/harrimi01.html,Mike Harris,2008,2014,F,6-6,240,"June 15, 1983",Rice University,True
/players/h/harrist01.html,Steve Harris,1986,1990,G,6-5,195,"October 15, 1963",University of Tulsa,False
/players/h/harrite01.html,Terrel Harris,2012,2013,G,6-5,190,"August 10, 1987",Oklahoma State University,True
/players/h/harrito02.html,Tobias Harris,2012,2015,F,6-8,226,"July 15, 1992",University of Tennessee,True
/players/h/harrito01.html,Tony Harris,1991,1995,G,6-3,190,"May 13, 1967",University of New Orleans,False
/players/h/harribo02.html,Bob Harrison,1950,1958,G,6-1,190,"August 12, 1927",University of Michigan,False
/players/h/harrida01.html,David Harrison,2005,2008,C,7-0,280,"August 15, 1982",University of Colorado,False
/players/h/hartja01.html,Jason Hart,2001,2010,G,6-3,185,"April 29, 1978",Syracuse University,False
/players/h/harvean01.html,Antonio Harvey,1994,2003,F-C,6-11,225,"July 6, 1970",Pfeiffer University,False
/players/h/harvedo01.html,Donnell Harvey,2001,2005,F,6-8,220,"August 26, 1980",University of Florida,False
/players/h/haskisc01.html,Scott Haskin,1994,1994,C-F,6-11,250,"September 19, 1970",Oregon State University,False
/players/h/haskicl01.html,Clem Haskins,1968,1976,G,6-3,195,"July 11, 1943",Western Kentucky University,False
/players/h/hasleud01.html,Udonis Haslem,2004,2015,F,6-8,230,"June 9, 1980",University of Florida,True
/players/h/hassetr01.html,Trenton Hassell,2002,2010,G,6-5,200,"March 4, 1979",Austin Peay State University,False
/players/h/hassebi01.html,Billy Hassett,1950,1951,G,5-11,180,"October 21, 1921",University of Notre Dame,False
/players/h/hassejo01.html,Joe Hassett,1978,1983,G,6-5,180,"September 11, 1955",Providence College,False
/players/h/hastisc01.html,Scott Hastings,1983,1993,F-C,6-10,235,"June 3, 1960",University of Arkansas,False
/players/h/hastoki01.html,Kirk Haston,2002,2003,F,6-9,242,"March 10, 1979",Indiana University,False
/players/h/hattove01.html,Vern Hatton,1959,1962,G,6-3,195,"January 13, 1936",University of Kentucky,False
/players/h/havlijo01.html,John Havlicek*,1963,1978,F-G,6-5,203,"April 8, 1940",Ohio State University,False
/players/h/hawessp01.html,Spencer Hawes,2008,2015,C,7-0,245,"April 28, 1988",University of Washington,True
/players/h/hawesst01.html,Steve Hawes,1975,1984,C-F,6-9,220,"May 26, 1950",University of Washington,False
/players/h/hawkico01.html,Connie Hawkins*,1968,1976,F-C,6-8,210,"July 17, 1942",University of Iowa,False
/players/h/hawkihe01.html,Hersey Hawkins,1989,2001,G,6-3,190,"September 29, 1966",Bradley University,False
/players/h/hawkiju01.html,Juaquin Hawkins,2003,2003,G-F,6-7,220,"July 2, 1973","California State University, Long Beach",False
/players/h/hawkima01.html,Marshall Hawkins,1950,1950,F,6-3,205,"August 3, 1924",University of Tennessee,False
